,Brand,Movement,Case material,Bracelet material,Gender,Price,Shape,Crystal,Dial,Bracelet color,Clasp,Total Sale,Seller Reviews,Year,Volume
25970,Ernest Borel,Quartz,steel,Steel,Men's watch/Unisex,80520.0,Rectangular,Sapphire crystal,Brown,Steel,Fold clasp,313.0,257.0,2024-01-01,Low Sale
25976,Ming,Manual winding,steel,Leather,Men's watch/Unisex,580882.5,Circular,Sapphire crystal,Grey,Blue,Buckle,14642.0,448.0,2022-01-01,High Sale
25978,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,402022.5,Circular,Sapphire crystal,Black,Black,Buckle,460.0,375.0,2024-01-01,Low Sale
25987,Maserati,Quartz,steel,Steel,Men's watch/Unisex,12952.5,Circular,Mineral Glass,Blue,Steel,Fold clasp,5470.0,3309.0,2024-01-01,High Sale
25989,Union Glashütte,Automatic,steel,Steel,Men's watch/Unisex,116160.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,12535.0,7858.0,2024-01-01,High Sale
25990,Rotary,Manual winding,steel,Leather,Men's watch/Unisex,18150.0,Circular,Plexiglass,Blue,Black,Buckle,764.0,484.0,1980-01-01,Medium Sale
25996,F.P.Journe,Manual winding,Platinum,Animal skin,Men's watch/Unisex,26395875.0,Circular,Sapphire crystal,Grey,Blue,Buckle,3088.0,2340.0,2024-01-01,High Sale
25998,Pequignet,Quartz,steel,Steel,Women's watch,51397.5,Rectangular,Sapphire crystal,Black,Silver,Double-fold clasp,1428.0,880.0,2024-01-01,Medium Sale
25999,Zeppelin,Quartz,steel,Leather,Men's watch/Unisex,26730.0,Circular,Mineral Glass,Blue,Brown,Buckle,2329.0,1745.0,2024-01-01,Medium Sale
26001,Certina,Quartz,steel,Rubber,Women's watch,48262.5,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",274.0,228.0,2022-01-01,Low Sale
26003,Junghans,Manual winding,steel,Animal skin,Men's watch/Unisex,30360.0,Circular,Plastic,Black,Black,Buckle,732.0,554.0,1960-01-01,Medium Sale
26004,Lip,Automatic,steel,Animal skin,Men's watch/Unisex,133155.0,Circular,Sapphire crystal,Green,Black,Double-fold clasp,359.0,312.0,2024-01-01,Low Sale
26010,Record,Manual winding,gold,Leather,Men's watch/Unisex,133980.0,Rectangular,Plexiglass,Champagne,Black,Buckle,14642.0,448.0,1939-01-01,High Sale
26017,Harry Winston,Manual winding,gold,Leather,Men's watch/Unisex,974077.5,Circular,Sapphire crystal,Silver,Black,Fold clasp,922.0,790.0,2024-01-01,Medium Sale
26019,Schwarz Etienne,Manual winding,gold,Leather,Men's watch/Unisex,2870257.5,Circular,Sapphire crystal,Red,Black,Fold clasp,592.0,476.0,2015-01-01,Low Sale
26022,Venezianico,Automatic,steel,Rubber,Men's watch/Unisex,74167.5,Circular,Sapphire crystal,Green,Green,Buckle,14642.0,448.0,2023-01-01,High Sale
26027,Tissot,Quartz,steel,Steel,Men's watch/Unisex,37207.5,Circular,Sapphire crystal,Black,Gold,Double-fold clasp,1183.0,671.0,2024-01-01,Medium Sale
26028,Roger Dubuis,Automatic,steel,Animal skin,Men's watch/Unisex,1221000.0,Circular,Sapphire crystal,Grey,Black,Fold clasp,398.0,334.0,2012-01-01,Low Sale
26030,Milus,Automatic,steel,Leather,Men's watch/Unisex,177870.0,Rectangular,Sapphire crystal,Black,Brown,Buckle,1076.0,945.0,2024-01-01,Medium Sale
26031,Gevril,Automatic,steel,Steel,Men's watch/Unisex,344437.5,Rectangular,Sapphire crystal,White,Steel,Fold clasp,1392.0,993.0,2024-01-01,Medium Sale
26036,Laco,Automatic,steel,Leather,Men's watch/Unisex,87615.0,Circular,Sapphire crystal,White,Black,Buckle,401.0,291.0,2023-01-01,Low Sale
26041,Union Glashütte,Automatic,steel,Steel,Women's watch,169372.5,Circular,Sapphire crystal,Black,Silver,Buckle,435.0,274.0,2024-01-01,Low Sale
26042,Glashütte Original,Automatic,steel,Leather,Men's watch/Unisex,581625.0,Circular,Sapphire crystal,Blue,Blue,Fold clasp,419.0,362.0,2024-01-01,Low Sale
26051,Raymond Weil,Automatic,steel,Leather,Men's watch/Unisex,189750.0,Circular,Sapphire crystal,Green,Green,Fold clasp,410.0,304.0,2023-01-01,Low Sale
26060,Junghans,Quartz,steel,Leather,Men's watch/Unisex,60720.0,Circular,Sapphire crystal,White,Brown,Buckle,5470.0,3309.0,2024-01-01,High Sale
26061,Pulsar,Quartz,steel,Steel,Men's watch/Unisex,9817.5,Rectangular,Glass,White,Silver,"Fold clasp, hidden",14642.0,448.0,1990-01-01,High Sale
26062,Traser,Automatic,steel,Steel,Men's watch/Unisex,130102.5,Circular,Sapphire crystal,Grey,Silver,Fold clasp,14650.0,7438.0,2024-01-01,High Sale
26063,Tissot,Quartz,steel,Steel,Men's watch/Unisex,28462.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,583.0,323.0,2023-01-01,Low Sale
26064,Baume & Mercier,Automatic,steel,Rubber,Men's watch/Unisex,181500.0,Circular,Sapphire crystal,Green,Green,Fold clasp,3536.0,2421.0,2024-01-01,High Sale
26066,Tutima,Automatic,Titanium,Titanium,Men's watch/Unisex,249315.0,Circular,Sapphire crystal,Black,Silver,Fold clasp,510.0,426.0,2010-01-01,Low Sale
26067,Sicura,Manual winding,steel,Rubber,Men's watch/Unisex,40177.5,Circular,Plexiglass,Grey,Black,Buckle,14642.0,448.0,1968-01-01,High Sale
26070,BWC-Swiss,Manual winding,steel,Animal skin,Men's watch/Unisex,96525.0,Circular,Plexiglass,Blue,Black,Buckle,732.0,554.0,1950-01-01,Medium Sale
26075,TAG Heuer,Automatic,steel,Rubber,Men's watch/Unisex,181087.5,Circular,Sapphire crystal,Black,Black,Fold clasp,361.0,255.0,2013-01-01,Low Sale
26078,Chopard,Quartz,gold,Leather,Women's watch,412417.5,Circular,Sapphire crystal,White,Black,Buckle,522.0,375.0,2024-01-01,Low Sale
26079,Luminox,Quartz,Carbon,Rubber,Men's watch/Unisex,28875.0,Circular,Mineral Glass,Black,Black,Buckle,219.0,144.0,2022-01-01,Low Sale
26081,Louis XVI,Automatic,steel,Steel,Men's watch/Unisex,46035.0,Circular,Sapphire crystal,Black,Gold,Fold clasp,14650.0,7438.0,2024-01-01,High Sale
26088,Jaquet-Droz,Automatic,steel,Leather,Men's watch/Unisex,522802.5,Circular,Sapphire crystal,Black,Black,Buckle,681.0,476.0,2008-01-01,Low Sale
26090,Mauboussin,Quartz,steel,Steel,Men's watch/Unisex,134887.5,Circular,Sapphire crystal,Silver,Steel,Double-fold clasp,814.0,642.0,2024-01-01,Medium Sale
26092,TW Steel,Quartz,steel,Rubber,Men's watch/Unisex,58987.5,Circular,Sapphire crystal,Black,Black,Buckle,14650.0,7438.0,2024-01-01,High Sale
26094,Tudor,Automatic,steel,Steel,Men's watch/Unisex,297000.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,251.0,165.0,2017-01-01,Low Sale
26095,Boldr,Automatic,steel,Textile,Men's watch/Unisex,71032.5,Rectangular,Sapphire crystal,White,Green,Buckle,1076.0,945.0,2024-01-01,Medium Sale
26099,Patek Philippe,Automatic,gold,Animal skin,Men's watch/Unisex,4492125.0,Circular,Sapphire crystal,Blue,Blue,Fold clasp,306.0,242.0,2020-01-01,Low Sale
26100,Zenith,Automatic,steel,Leather,Men's watch/Unisex,573375.0,Circular,Sapphire crystal,Grey,Green,Buckle,3088.0,2340.0,2024-01-01,High Sale
26102,Citizen,Manual winding,steel,Steel,Women's watch,22687.5,Circular,Mineral Glass,Blue,Silver,Fold clasp,14642.0,448.0,2020-01-01,High Sale
26103,Breil,Manual winding,steel,Leather,Men's watch/Unisex,44055.0,Rectangular,Glass,White,Brown,Buckle,14642.0,448.0,1980-01-01,High Sale
26104,Leonidas,Manual winding,steel,Leather,Men's watch/Unisex,1063425.0,Circular,Plexiglass,Black,Silver,Buckle,227.0,190.0,1965-01-01,Low Sale
26107,Patek Philippe,Automatic,gold,Animal skin,Men's watch/Unisex,1691250.0,Circular,Sapphire crystal,White,Brown,Buckle,284.0,199.0,2024-01-01,Low Sale
26108,Heuer,Automatic,steel,Leather,Men's watch/Unisex,162937.5,Rectangular,Plexiglass,Silver,Black,Buckle,1395.0,862.0,1943-01-01,Medium Sale
26109,Junghans,Quartz,steel,Leather,Men's watch/Unisex,21037.5,Circular,Sapphire crystal,White,Brown,Buckle,14642.0,448.0,2024-01-01,High Sale
26114,Squale,Automatic,steel,Rubber,Men's watch/Unisex,125152.5,Circular,Sapphire crystal,Blue,Blue,Buckle,273.0,222.0,2022-01-01,Low Sale
26116,Urwerk,Manual winding,Titanium,Textile,Men's watch/Unisex,10720875.0,Rectangular,Sapphire crystal,Blue,Black,Buckle,3088.0,2340.0,2022-01-01,High Sale
26122,Mondia,Quartz,steel,Silicon,Men's watch/Unisex,17407.5,Circular,Mineral Glass,Blue,Black,Buckle,14642.0,448.0,2021-01-01,High Sale
26130,Vulcain,Manual winding,steel,Leather,Men's watch/Unisex,366300.0,Circular,Sapphire crystal,Red,Brown,Buckle,344.0,300.0,2024-01-01,Low Sale
26132,Tecnotempo,Quartz,steel,Leather,Men's watch/Unisex,32092.5,Circular,Mineral Glass,Grey,Brown,Jewelry clasp,14642.0,448.0,2024-01-01,High Sale
26134,Maserati,Automatic,Ceramic,Ceramic,Men's watch/Unisex,61627.5,Circular,Sapphire crystal,Black,Black,Double-fold clasp,14650.0,7438.0,2024-01-01,High Sale
26137,Perrelet,Automatic,steel,Animal skin,Men's watch/Unisex,173415.0,Circular,Sapphire crystal,Blue,Blue,Buckle,1421.0,885.0,2022-01-01,Medium Sale
26138,De Bethune,Manual winding,gold,Animal skin,Men's watch/Unisex,6595875.0,Circular,Sapphire crystal,Blue,Black,Buckle,3088.0,2340.0,2024-01-01,High Sale
26142,Citizen,Quartz,Titanium,Rubber,Men's watch/Unisex,45375.0,Circular,Mineral Glass,Blue,Blue,Buckle,1428.0,880.0,2022-01-01,Medium Sale
26145,Chanel,Quartz,Ceramic,Ceramic,Women's watch,659917.5,Circular,Sapphire crystal,White,White,Fold clasp,516.0,333.0,2024-01-01,Low Sale
26147,Grand Seiko,Automatic,Titanium,Titanium,Men's watch/Unisex,618750.0,Circular,Sapphire crystal,Black,Silver,Fold clasp,410.0,304.0,2023-01-01,Low Sale
26148,Vulcain,Automatic,steel,Steel,Men's watch/Unisex,142972.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,821.0,672.0,2024-01-01,Medium Sale
26154,Bruno Söhnle,Quartz,steel,Animal skin,Women's watch,43807.5,Rectangular,Sapphire crystal,Grey,Silver,Fold clasp,14642.0,448.0,2015-01-01,High Sale
26162,Union Glashütte,Automatic,steel,Steel,Men's watch/Unisex,176962.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,732.0,554.0,2022-01-01,Medium Sale
26163,Maserati,Quartz,steel,Steel,Men's watch/Unisex,14272.5,Circular,Mineral Glass,Black,Black,Fold clasp,14650.0,7438.0,2024-01-01,High Sale
26167,Hamilton,Automatic,steel,Steel,Men's watch/Unisex,71775.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1183.0,671.0,2024-01-01,Medium Sale
26177,Chopard,Automatic,steel,Rubber,Men's watch/Unisex,882750.0,Circular,Sapphire crystal,Black,Blue,Buckle,239.0,189.0,2017-01-01,Low Sale
26180,Laco,Automatic,steel,Steel,Men's watch/Unisex,28297.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,732.0,554.0,2024-01-01,Medium Sale
26184,Cornehl,Manual winding,steel,Leather,Men's watch/Unisex,527257.5,Circular,Sapphire crystal,Silver,Black,Buckle,566.0,448.0,2024-01-01,Low Sale
26185,Corum,Automatic,Silver,Leather,Women's watch,449625.0,Circular,Sapphire crystal,Blue,Blue,Buckle,267.0,196.0,2024-01-01,Low Sale
26191,Nixon,Quartz,steel,Leather,Men's watch/Unisex,38362.5,Circular,Mineral Glass,Black,Brown,Buckle,14642.0,448.0,2024-01-01,High Sale
26194,DeLaCour,Automatic,steel,Rubber,Men's watch/Unisex,759577.5,Rectangular,Sapphire crystal,Black,Black,Buckle,3378.0,2166.0,2024-01-01,High Sale
26197,Luminox,Automatic,steel,Steel,Men's watch/Unisex,129112.5,Circular,Sapphire crystal,Green,Silver,Fold clasp,1614.0,1189.0,2024-01-01,Medium Sale
26203,Lang & Heyne,Manual winding,gold,Animal skin,Men's watch/Unisex,2470875.0,Circular,Sapphire crystal,White,Blue,Buckle,3088.0,2340.0,2024-01-01,High Sale
26205,Charriol,Quartz,steel,Rubber,Men's watch/Unisex,71032.5,Circular,Sapphire crystal,Black,Black,Fold clasp,14642.0,448.0,2024-01-01,High Sale
26206,Strom,Automatic,Silver,Leather,Men's watch/Unisex,2667555.0,Rectangular,Sapphire crystal,Black,Black,Fold clasp,566.0,448.0,2024-01-01,Low Sale
26210,Glycine,Automatic,steel,Leather,Men's watch/Unisex,75982.5,Circular,Sapphire crystal,Black,Black,Buckle,273.0,222.0,2021-01-01,Low Sale
26211,Raidillon,Automatic,steel,Leather,Men's watch/Unisex,254677.5,Circular,Sapphire crystal,Green,Green,Double-fold clasp,359.0,312.0,2024-01-01,Low Sale
26216,De Grisogono,Automatic,steel,Animal skin,Men's watch/Unisex,281490.0,Rectangular,Sapphire crystal,Silver,Black,Double-fold clasp,1119.0,857.0,2013-01-01,Medium Sale
26219,Panerai,Manual winding,steel,Leather,Men's watch/Unisex,618750.0,Circular,Sapphire crystal,Brown,Brown,Buckle,553.0,430.0,2024-01-01,Low Sale
26220,Squale,Automatic,steel,Steel,Men's watch/Unisex,177870.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,368.0,321.0,2024-01-01,Low Sale
26222,Elgin,Manual winding,steel,Leather,Men's watch/Unisex,26400.0,Circular,Mineral Glass,Champagne,Brown,Buckle,14642.0,448.0,1970-01-01,High Sale
26224,Pequignet,Quartz,steel,gold,Men's watch/Unisex,82252.5,Rectangular,Sapphire crystal,Silver,Gold,Double-fold clasp,1428.0,880.0,2024-01-01,Medium Sale
26230,Versace,Quartz,steel,Animal skin,Women's watch,31185.0,Circular,Sapphire crystal,Silver,Red,Buckle,14650.0,7438.0,2024-01-01,High Sale
26235,Jaeger-LeCoultre,Manual winding,Platinum,Animal skin,Men's watch/Unisex,9895875.0,Rectangular,Sapphire crystal,Blue,Black,Buckle,3088.0,2340.0,2024-01-01,High Sale
26236,Squale,Automatic,steel,Steel,Men's watch/Unisex,65175.0,Rectangular,Sapphire crystal,Black,Steel,Fold clasp,14642.0,448.0,2019-01-01,High Sale
26241,Ulysse Nardin,Automatic,Ceramic,Rubber,Men's watch/Unisex,2388375.0,Circular,Sapphire crystal,Blue,Silver,Buckle,3088.0,2340.0,2024-01-01,High Sale
26247,Cartier,Automatic,steel,Steel,Men's watch/Unisex,494917.5,Rectangular,Sapphire crystal,Blue,Steel,Double-fold clasp,702.0,455.0,2022-01-01,Low Sale
26251,Hugo Boss,Quartz,steel,Steel,Women's watch,29370.0,Circular,Mineral Glass,Green,Gold,Fold clasp,3109.0,2202.0,2024-01-01,High Sale
26254,Spinnaker,Automatic,steel,Steel,Men's watch/Unisex,20460.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,14650.0,7438.0,2024-01-01,High Sale
26265,Traser,Quartz,steel,Textile,Women's watch,24090.0,Circular,Sapphire crystal,Black,Black,Buckle,1475.0,1091.0,2024-01-01,Medium Sale
26268,NOMOS,Manual winding,steel,Leather,Men's watch/Unisex,69877.5,Circular,Sapphire crystal,Silver,Gold,Buckle,315.0,259.0,2024-01-01,Low Sale
26269,Paul Picot,Quartz,steel,Leather,Men's watch/Unisex,50077.5,Circular,Sapphire crystal,Blue,Black,Buckle,5035.0,3910.0,2024-01-01,High Sale
26270,Junkers,Manual winding,steel,Leather,Men's watch/Unisex,40177.5,Circular,Sapphire crystal,Black,Brown,Buckle,14642.0,448.0,2008-01-01,High Sale
26271,Patek Philippe,Automatic,steel,Steel,Men's watch/Unisex,18975000.0,Circular,Sapphire crystal,Green,Steel,Fold clasp,544.0,399.0,2021-01-01,Low Sale
26272,Panerai,Manual winding,steel,Leather,Men's watch/Unisex,459937.5,Circular,Sapphire crystal,Black,Brown,Buckle,1125.0,856.0,2022-01-01,Medium Sale
26273,Glashütte Original,Automatic,steel,Textile,Men's watch/Unisex,1029270.0,Circular,Sapphire crystal,Silver,Gold,Fold clasp,2224.0,1455.0,2024-01-01,Medium Sale
26276,Junkers,Automatic,steel,Leather,Men's watch/Unisex,42487.5,Rectangular,Sapphire crystal,Blue,Brown,Buckle,1156.0,846.0,2023-01-01,Medium Sale
26278,Franck Muller,Automatic,Titanium,Leather,Men's watch/Unisex,707437.5,Circular,Sapphire crystal,Grey,Silver,Fold clasp,1123.0,852.0,2023-01-01,Medium Sale
26279,IWC,Automatic,gold,Animal skin,Men's watch/Unisex,1062187.5,Circular,Sapphire crystal,Silver,Brown,Buckle,1123.0,852.0,2024-01-01,Medium Sale
26290,Cuervo y Sobrinos,Automatic,steel,Leather,Men's watch/Unisex,200970.0,Circular,Sapphire crystal,White,Blue,Fold clasp,5461.0,3305.0,2024-01-01,High Sale
26291,Edox,Automatic,steel,Steel,Men's watch/Unisex,144292.5,Rectangular,Sapphire crystal,Green,Steel,Double-fold clasp,343.0,299.0,2024-01-01,Low Sale
26293,Invicta,Quartz,steel,Steel,Men's watch/Unisex,22687.5,Rectangular,Plexiglass,Yellow,Steel,Fold clasp,14642.0,448.0,2022-01-01,High Sale
26295,Chopard,Automatic,steel,Leather,Men's watch/Unisex,288750.0,Circular,Sapphire crystal,White,Black,Double-fold clasp,1604.0,1147.0,2024-01-01,Medium Sale
26302,TB Buti,Automatic,steel,Rubber,Men's watch/Unisex,205012.5,Circular,Sapphire crystal,Black,Black,Buckle,273.0,222.0,2024-01-01,Low Sale
26304,Bulova,Quartz,steel,Steel,Men's watch/Unisex,39352.5,Circular,Mineral Glass,Champagne,Gold,Fold clasp,245.0,112.0,2020-01-01,Low Sale
26307,Citizen,Automatic,Titanium,Titanium,Men's watch/Unisex,43890.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,391.0,284.0,2024-01-01,Low Sale
26317,Richard Mille,Automatic,Titanium,Rubber,Men's watch/Unisex,21862500.0,Rectangular,Sapphire crystal,Blue,White,Fold clasp,243.0,153.0,2023-01-01,Low Sale
26319,Zelos,Automatic,steel,Steel,Men's watch/Unisex,51645.0,Circular,Sapphire crystal,Green,Steel,Fold clasp,1099.0,895.0,2022-01-01,Medium Sale
26325,Pulsar,Quartz,steel,Steel,Women's watch,10642.5,Circular,Mineral Glass,White,Gold,Fold clasp,14627.0,7424.0,2024-01-01,High Sale
26330,Bruno Söhnle,Quartz,steel,Leather,Men's watch/Unisex,74002.5,Circular,Sapphire crystal,Silver,Brown,Fold clasp,7778.0,5149.0,2024-01-01,High Sale
26333,Aquastar,Automatic,steel,Leather,Men's watch/Unisex,89100.0,Circular,Plexiglass,Grey,Blue,Buckle,293.0,245.0,1970-01-01,Low Sale
26335,Oris,Automatic,steel,Steel,Men's watch/Unisex,156750.0,Circular,Sapphire crystal,Green,Steel,Fold clasp,455.0,332.0,2023-01-01,Low Sale
26342,Movado,Quartz,steel,Steel,Women's watch,23512.5,Circular,Sapphire crystal,Black,Gold,Double-fold clasp,1420.0,876.0,2024-01-01,Medium Sale
26347,Milus,Quartz,steel,Leather,Women's watch,6682.5,Circular,Sapphire crystal,Black,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
26348,Longines,Automatic,gold,Animal skin,Men's watch/Unisex,803385.0,Circular,Sapphire crystal,Grey,Silver,Buckle,2222.0,1454.0,2024-01-01,Medium Sale
26355,Ernest Borel,Quartz,steel,Leather,Men's watch/Unisex,38775.0,Circular,Sapphire crystal,White,Brown,Buckle,313.0,257.0,2024-01-01,Low Sale
26356,Formex,Automatic,steel,Leather,Men's watch/Unisex,125647.5,Rectangular,Sapphire crystal,Black,Brown,Fold clasp,1072.0,940.0,2024-01-01,Medium Sale
26359,Chanel,Quartz,steel,Steel,Women's watch,258472.5,Rectangular,Sapphire crystal,Black,Steel,Jewelry clasp,293.0,269.0,2015-01-01,Low Sale
26361,A. Lange & Söhne,Manual winding,gold,Animal skin,Men's watch/Unisex,4945875.0,Circular,Sapphire crystal,Silver,Black,Buckle,3087.0,2339.0,2024-01-01,High Sale
26363,Ingersoll,Automatic,steel,Leather,Men's watch/Unisex,26400.0,Circular,Mineral Glass,Silver,Brown,Fold clasp,14642.0,448.0,2021-01-01,High Sale
26374,Zenith,Automatic,Titanium,Leather,Men's watch/Unisex,649687.5,Circular,Sapphire crystal,Blue,White,Fold clasp,1123.0,852.0,2022-01-01,Medium Sale
26377,Mühle Glashütte,Automatic,steel,Steel,Men's watch/Unisex,97185.0,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,3325.0,2222.0,2024-01-01,High Sale
26383,Wyler Vetta,Automatic,steel,Steel,Men's watch/Unisex,84645.0,Circular,Mineral Glass,Blue,Steel,Fold clasp,343.0,299.0,2024-01-01,Low Sale
26384,Girard Perregaux,Automatic,steel,Steel,Men's watch/Unisex,890587.5,Circular,Sapphire crystal,Green,Steel,Double-fold clasp,255.0,207.0,2022-01-01,Low Sale
26387,BWC-Swiss,Automatic,steel,Leather,Men's watch/Unisex,19140.0,Circular,Plexiglass,Blue,Silver,Buckle,14642.0,448.0,1975-01-01,High Sale
26388,Omega,Automatic,steel,Steel,Men's watch/Unisex,412417.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2946.0,2094.0,2023-01-01,High Sale
26391,Korloff,Quartz,steel,Animal skin,Men's watch/Unisex,57667.5,Rectangular,Sapphire crystal,White,Black,Buckle,14642.0,448.0,2019-01-01,High Sale
26392,Mido,Automatic,gold,Steel,Women's watch,111375.0,Circular,Sapphire crystal,Brown,Steel,Fold clasp,1170.0,667.0,2024-01-01,Medium Sale
26394,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,126472.5,Circular,Sapphire crystal,Champagne,Brown,Buckle,549.0,480.0,2024-01-01,Low Sale
26395,Certina,Automatic,steel,Leather,Men's watch/Unisex,58410.0,Circular,Sapphire crystal,Blue,Brown,Double-fold clasp,723.0,548.0,2024-01-01,Medium Sale
26396,NOMOS,Automatic,steel,Leather,Men's watch/Unisex,191647.5,Circular,Sapphire crystal,Black,Black,Buckle,701.0,545.0,2010-01-01,Low Sale
26405,Philip Watch,Manual winding,steel,Leather,Men's watch/Unisex,123915.0,Rectangular,Plexiglass,Bronze,Brown,Buckle,14642.0,448.0,1950-01-01,High Sale
26406,Spinnaker,Automatic,steel,Steel,Men's watch/Unisex,43642.5,Circular,Sapphire crystal,Blue,Silver,Fold clasp,14627.0,7424.0,2024-01-01,High Sale
26413,Locman,Quartz,Titanium,Leather,Men's watch/Unisex,61462.5,Circular,Mineral Glass,Black,Black,Buckle,4419.0,2827.0,2024-01-01,High Sale
26415,Strom,Automatic,gold,Leather,Men's watch/Unisex,3902085.0,Rectangular,Sapphire crystal,Black,Black,Buckle,566.0,448.0,2024-01-01,Low Sale
26416,Anonimo,Automatic,steel,Leather,Men's watch/Unisex,277365.0,Rectangular,Sapphire crystal,White,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
26420,Christopher Ward,Manual winding,Bronze,Silicon,Men's watch/Unisex,115747.5,Circular,Sapphire crystal,Brown,Black,Buckle,14642.0,448.0,2020-01-01,High Sale
26422,Breitling,Automatic,steel,Steel,Men's watch/Unisex,467775.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,1153.0,858.0,2024-01-01,Medium Sale
26423,Chronoswiss,Automatic,steel,Steel,Men's watch/Unisex,262927.5,Circular,Sapphire crystal,Silver,Steel,"Fold clasp, hidden",2030.0,1627.0,1996-01-01,Medium Sale
26427,Jaquet-Droz,Automatic,steel,Animal skin,Men's watch/Unisex,589875.0,Circular,Sapphire crystal,Grey,Silver,Buckle,3087.0,2339.0,2020-01-01,High Sale
26430,Venezianico,Automatic,steel,Leather,Men's watch/Unisex,142147.5,Circular,Sapphire crystal,Black,Black,Buckle,818.0,671.0,2024-01-01,Medium Sale
26432,Christophe Claret,Automatic,gold,Leather,Men's watch/Unisex,5444175.0,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,226.0,193.0,2024-01-01,Low Sale
26436,Jacques Lemans,Quartz,steel,Leather,Men's watch/Unisex,14190.0,Circular,Mineral Glass,Silver,Brown,Buckle,1606.0,1188.0,2024-01-01,Medium Sale
26439,Breitling,Automatic,gold,gold,Men's watch/Unisex,1963500.0,Rectangular,Sapphire crystal,White,White,Fold clasp,14642.0,448.0,2010-01-01,High Sale
26440,Timex,Quartz,steel,Steel,Men's watch/Unisex,24585.0,Circular,Plexiglass,Blue,Steel,Fold clasp,14642.0,448.0,2024-01-01,High Sale
26445,De Bethune,Manual winding,Titanium,Animal skin,Men's watch/Unisex,13195875.0,Circular,Sapphire crystal,Blue,Black,Buckle,3087.0,2339.0,2024-01-01,High Sale
